sentence,sentiment,model_sentiment,dataset,equals,,,,acuraccy ,0.617902054,,sentence count ,12803
 חייבים לסגור את העמותה הזאת  הם נוראים  גם כשאין להם פייס עושים דברים איומים ומשבשים לבני נוער את המוחות  ,0,1,train,FALSE,,,,,,,,
 כבוד הנשיא  ראשית  ברכותי החמות על היותך הנשיא הבא של מדינת ישראל  מאוד קיוויתי שתבחר  ותקוותי נענתה  אני חושבת  שמנהיגי ערב אוהדים אותך  מאמינים בך ומכירים את יושרךגם אם הם לא מדברים על כךלפיכך  לדעתי  טוב עשית בפנייתך אליהםומי ייתן ונראה את שלושת הנערים איתנו  ,0,0,train,TRUE,,,,,,,,
 בושה למדינת ישראל נשיא כמוך  אם הבת שלך הייתה מתחתנת עם ערבי בטוח לא היית מדבר ככה  וחבל שלא כך  ,1,0,train,FALSE,,,,,,,,
גאי אתה בושה ליהדות מתבולל ,2,2,train,TRUE,,,,,,,,
שבת שלום כבוד הנשיא,0,0,train,TRUE,,,,,,,,
 מאוד שמחה שאתה הוא זה המכהן בתפקיד  שבת של שלום לך ולכל בב ,0,0,train,TRUE,,,,,,,,
ושזורקים בקבוקי תבערה לעברנו ואבנים  לא חשבת על חוק להוציא אתם מחוץ לחוק  את המתפרעים או שאתה נטפל רק ליהודים ,1,1,train,TRUE,,,,,,,,
אמן תבורך מפי עליון,0,0,train,TRUE,,,,,,,,
 רובי נשיאנו האהוב  שבת שלום  ,0,0,train,TRUE,,,,,,,,
לפעול  ביד  חזקה  נגד  כל המסיתים  את הצבא  לא  ננוח  צריך  לרסן  אותם  ולשלוח  אותם  לסוריה או  לעזה  שם מקומם,0,2,train,FALSE,,,,,,,,
כל הכבוד לנשיא מילים כדרבנות,0,0,train,TRUE,,,,,,,,
אין ספק שלגזענות אין מקום בכדורגל אבל האם היו אוהדי בית  ר שאותה אתה אוהד האם גם היית מגנה זאת ,1,1,train,TRUE,,,,,,,,
 יאללה רובי כולם יודעים שזה לא דעתך האמיתית  די להתיפייף ולשחק אותה ליברל גם בזה  ,1,0,train,FALSE,,,,,,,,
כאב לב אמיתי  לא יאןמן כמה שזה לא נתפס ועצוב,0,2,train,FALSE,,,,,,,,
שבת שלום ומבורך,0,0,train,TRUE,,,,,,,,
עלה והצלח,0,0,train,TRUE,,,,,,,,
כבוד הנשיא ,0,0,train,TRUE,,,,,,,,
הלוואי שהייתה לי ההזדמנות לפגוש את מרטין לאתר קינג  בן אדם מדהים ואמיץ,0,2,train,FALSE,,,,,,,,
עם חופשי בארצנוהכוונה ליהודים אך ורק ליהודים כי מה שעברנו בדורי דורות הוא שרצחו בנו גם הנוצרים וגם הערביםזאת הכוונה שיש לנו מדינה מהקדוש ברוך הוא ארץ הקודשולא שנתבולל אך ורק מדינה ליהודיםבגלל זה יהיו וימשיכו הבעיות בעולם ובמדינה אם ניתבולל וכל מי שלא יהודי יעשה מה שבא לולכן רואים את השינאה עלינו בעולם למה  כי אתה נשיא טיפש ולא מבין שהשכינה לא תיהיה פה עד שלא יהיו פה מי שלא צריךמהיבוסיהחיטיהאמורי והפרט וחידקל לך ,1,0,train,FALSE,,,,,,,,
דבר פחות עשה יותר קח דוגמא ממירי רגב מבנט או בן ארי  בתור הנשיא הייתי מצפה ממך לפעול למיגור אויבי ישראל כמו חנין זועבי  אבל כנראה שזה לא יקרה כי רובכם בכנסת כל מה שמעניין אתכם זה לשבת הרבה זמן על הכיסא,1,0,train,FALSE,,,,,,,,
אני האזרח הקטן בחרתי בך מתחילת הדרך אדם עניו וכנה וישר אין הרבה כמוך בהצלחה לך מחרלמרות שלדעתי אתה נשיאנו הבא  יחי נשיא מדינת ישראל אמן כן יהי רצון ,0,0,train,TRUE,,,,,,,,
זבוטינסקי  זבוטינסקי  זבוטינסקי ,1,2,train,FALSE,,,,,,,,
 מגיע לך כל הכבוד נשיאנו היקר  למרות וחרף המצב המלחמתי יצאת ללוות למנוחת עולם את דניאל טרגרמן זל  בעוד חברי ממשלה לא הגיעו  ,0,0,train,TRUE,,,,,,,,
רגע אחד וכל הישראלים שמתחתנים בחול אסור להם מי אתם שתגידו מה מותר ומה אסור  זה לא משנה עם הוא יהודי נוצרי או ערבי  בכל דבר קודם כל הם בני אדם ,1,0,train,FALSE,,,,,,,,
כמה כמה כמה עצוב  הלב נקרע ,0,2,train,FALSE,,,,,,,,
 רוביק יקר  ברכותי לך ולנכדותיך  חופש נעים ובטוח  ליבי דואב על הרצח השפל של שלושת הנערים היד  ,0,0,train,TRUE,,,,,,,,
 חבל שלא באמת מסתכלים על מהות הבעיה וחבל שמנהיגנו באשר הם עסוקים תמיד בלהראות עד כמה לכאורה אנחנו נאורים  אין זה גזענות  יש פה הרבה בעיות בעניין הזה  אם יוולדו לה ממנו ילדים מצד אחד לפי האיסלאם הם ייחשבו כמוסלמים שלפיהם הולכים על פי דת האבא ואילו לפי היהדות שהולכים לפי האמא הם ייחשבו יהודים  איפה עניין של חגים מסורת וכו ׳  איפה העניין שהילדים יגיעו ל120 היכן יצטרכו להיקבר  האם בבית קברות מוסלמי או יהודי  אני רוצה לראות שיש כאלה ערבים שהיו מוכנים שהבת שלהם תתחתן עם יהודי ואם יש זה טיפה בים  הם יהיו מסוגלים לרצוח אותה על כבוד המשפחה  והיו מקרים מעולם  שלא נדבר על זה שמנסיון של בנות שהלכו עם בני מיעוטים רק חרא יצא מהסיפור הזה  החל ממכות השפלות מצד בני המשפחה  הרבה בנות נכנסו לקשרים עם בני מיעוטים שלא ידעו מלכתחילה שהם בני מיעוטים או שפיתו בחורות ממשפחות קשות יום עם כסף  לא נראה לי שזה התחלה טובה של קשר  ,1,0,train,FALSE,,,,,,,,
אלוקים ברא את האדם ואת היהודי המובדל מן הגוי ולכן רשאים מי שירצה למחות על הנבלה שתהיה היום למחות בתוקף וללא אלימות  מה שבטוח כבוד הנשיא שבעוד זמן לא ארוך נשמע על האלימות שתופנה נגד מורל מהמחמוד הזה זה רק עניין של זמן  אם לא נדאג לגורל בניני ובנותינו במדינתינו נהיה בדיוק כמו מספר היהודים המתבוללים בארה  ב גם לדמוקרטיה יש גבולות והגבול הוא להניא ולהמיר מדתם את בנינו ובנותינו,1,0,train,FALSE,,,,,,,,
למה לא לקנות בית טיפה יותר חדש  או לפחות לשפץ את תיבת הדואר  צניעות לא אומר בהכרח סגפנות ,0,0,train,TRUE,,,,,,,,
Uri cohen  לייק ענק ,2,2,train,TRUE,,,,,,,,
מוסד של כיבודים בזבוז משווה,0,1,train,FALSE,,,,,,,,
מזל טוב לך כבוד הנשיא בהצלחה בהמשך הדרך,0,0,train,TRUE,,,,,,,,
צודק ,0,2,train,FALSE,,,,,,,,
הנשיא לא אמר דבר על בעד או נגד הנישואין האילו והוא צודק כי זה לא מה שחשוב כרגע  הוא מדבר על כבוד האדם וחירותו ומנסה למנוע מהקיצוניים למיניהם לנהוג באלימות ואשר זורעים שנאה והסתה באופן מטריד  יישר כח כבוד הנשיא ,0,0,train,TRUE,,,,,,,,
 אודי אמסלם  אני בדיוק בדעה שלך  ,2,2,train,TRUE,,,,,,,,
יש לנו שוליים צרים שהכאב מהקיצוניים של המוסלמים  שלא מגונים ממנהיגהם גורם להתפרץ  ו,0,1,train,FALSE,,,,,,,,
אמן והלוואי שעכשיו אנו בתהליך גבוה של בנית הבית השלישי בעה,0,0,train,TRUE,,,,,,,,
הכי קל ללכת לקיצון לעזאזל יותר קשה להישאר שפוי ,1,2,train,FALSE,,,,,,,,
 חבר איפה היית כשאוהדי סכנין שרו מוות ליהודים ואיטבח אל יהוד  גם שם ראדי   הלוחם בגזענות   היה ולא שמענו לא ממנו ולא ממך מילה  לא רוצים ערבים במכבי ,1,0,train,FALSE,,,,,,,,
 מר נתניהו את משה יעלון  מחר בשעה 800 בבוקר המחבלים יפתחו בהתקפה  טילים  ופצמרים  אל תכניס את הילדים  אני לבד אלחם בם  לא רוצים לראות שוב הלוויות  האם זה ברור לך  אל תכניס את הילדים שוב  הבורא ילחם לכם  ואתם תחרישון  ,1,1,train,TRUE,,,,,,,,
 חג בכורים שמח ומאושר לך אחי הבכור  לרעייתך  לילדיך ונכדיך המקסימים  נשיקות ומזל טוב לרן האהוב שלנו לרגל הולדת הבן  מכל משפחת שם טוב  ,0,0,train,TRUE,,,,,,,,
ברכות חמות להצלחה ,0,0,train,TRUE,,,,,,,,
אמן  אין כמוך ריבלין ,0,0,train,TRUE,,,,,,,,
אמן,0,0,train,TRUE,,,,,,,,
יופינו הוא באחדותינו  על כן כולנו נצא נגד ההסתות והקריאות הגזעניות  לא עוד ,0,0,train,TRUE,,,,,,,,
מלאך קטן  שלא נדע  כמה עצוב ,0,0,train,TRUE,,,,,,,,
יישר כוח על תגובתך ,0,2,train,FALSE,,,,,,,,
 מצטרף לקריאה  ומתבייש שיש לקבוצה שאותה אני אוהד קבוצה של אוהדים מגעילים ודוחים פרחחים לכו הביתה  ,0,0,train,TRUE,,,,,,,,
רובי היקר שיהיה לך ולנו המון בהצלחה ביחד ובעזרת השם בואך לבית הנשיא יביא לך ולכל עם ישראל ומדינת ישראל המון המון מזל טוב הצלחה רווחה בריאות ודיור לזוגות הצעירים שלנו שנלחמו כמו אריות למען העם והמדינה היחידה שיש לנו וגם אושר ועושר לא יזיקו לנו ובעיקר המון שמחה ואחדות בעם ישראל  אז רובי היקר הרגיש והמרגש תתחיל לעבוד אח יקר ואהוב שלנו  דע לך שכל עם ישראל ואזרחי מדינת ישראל מרוצים מאוד מכך שאתה הוא הנשיא הנבחר שלנו  בהצלחה ענקית אמן ואמן  איש יקר ישר ואהוב שלנו,0,0,train,TRUE,,,,,,,,
מטומטם מי שברה אותח פאלאסבדוק חמר ,1,2,train,FALSE,,,,,,,,
תפסיק ללקק לערבים יותר חשוב,1,2,train,FALSE,,,,,,,,
תודה על הקול השפוי ,0,2,train,FALSE,,,,,,,,
בהצלחה חבל שהעם לא בוחר ,0,0,train,TRUE,,,,,,,,
כל כך כואב וכל כך עצוב   ,0,1,train,FALSE,,,,,,,,
אדיני הנשיא  מה קרה לך  פתאום אתה מדבר אחרת  זה לא מה שציפינו ממך  תהיה אתה  שפיך ליבך יהיו שווים  מה ההתחסדית הזאת,1,0,train,FALSE,,,,,,,,
אדוני הנשיא  תנסה קודם להקיא את חברי הכנסת הערביים שבוגדים במדינה  אל תטיף מוסר כל עוד הדג מסריח מהראש  ואתה היית חלק מהדג הזה שנים  צא מהממלכתיות המזוייפת  הערבים ברובם לא סוהלים אותנו ,1,0,train,FALSE,,,,,,,,
 תבורך כבוד הנשיא ראובן ריבלין  אם תעיין במיקצת מן התגובות הכל כך חריפות כאן  תבין שלפניך משימה אדירה וחשובה לאין ערוך  וכקוריוז  איך עלמה עם שם כל כך פיוטי  בת אל בת גד  גדלה והפכה למקור שינאה ורוע  זו שאלה כבדה שראוי שאתה והשר פירון וכולנו נתעסק איתה  ,1,0,train,FALSE,,,,,,,,
שבת שלום עם תקוה לשלומם של הנערים ,0,0,train,TRUE,,,,,,,,
 כל הכבוד  איש יקר  המון הצלחה  בתפקידך החדש  וכמובן  גם אני חתומה  כבר 12 שנה  גאה להחזיק  בכרטיס הירוק  ,0,0,train,TRUE,,,,,,,,
תתבייש לך לעודד התבוללות במדינה ששנים חלמנו עליה  איכס ,1,1,train,TRUE,,,,,,,,
 היד ,1,2,train,FALSE,,,,,,,,
הלואי והצניעות הזו  שהעם כה משתוקק לה  תמשך ,0,0,train,TRUE,,,,,,,,
יחי הנשיא שלנו ,0,0,train,TRUE,,,,,,,,
כל הכבוד לכבוד הנשיא הפועל למען סובלנות במדינה  צריך לא להרפות ולהמשיך לפעול עד שהחלום יתגשם  זה תלוי רק בנו ,0,0,train,TRUE,,,,,,,,
התבוללות כבוד הנשיא צר לי שאלה דעותיך ואתה שיצאתה ממשפחת רבנים נותן יד לדבר במקום לגנות זאת ללא אלימות,1,0,train,FALSE,,,,,,,,
כבוד הנשיא אתה השראה ,0,0,train,TRUE,,,,,,,,
 דיייייייייי נתתם יותר מידי במה לילדה הזאת אין מה לעשות כבר היא התאסלמה ובזה סגרה את הסיפור אל תשכחו חברים שהייתה לה מורה טובה בבית  אמא עם ערבי  אחות עם ערבי ומה עוד  ,1,0,train,FALSE,,,,,,,,
המון הצלחה  מתמודד ראוי ובחירה הכי נכונה לעם ,0,0,train,TRUE,,,,,,,,
יש לנו נשיא מענטש,0,0,train,TRUE,,,,,,,,
לכל אלה שמצדדים בעד החתונה הזאת דבר ראשון אני לא מאחל להם את זה אבל הסטטיסטיקה אומרת שכל הערבים שהתחתנו עם יהודיות אחרי החתונה הכלה קיבלה מכות ונהייתה שפחה של החתן ושל כל המשפחה שלו דבר שני והנה אני שואל את שאלת השאלות שאף אחד לא שאל עדיין אם יהודי היה מתחתן עם ערבייה החתונה הזאת גם הייתה יוצאת לפועל  תבינו הערבים וכמובן שלא כולם אבל רובם המוחלט רוצים להשמיד את העם היהודי אז יש להם הרבה דרכים זה גם טרור ובין היתר לקחת לנו את בנותינו לאסלם אותן ולהתחתן איתם מקווה שתשכילו להבין את מה שהרבה בנות הבינו מאוחר מידיי,1,0,train,FALSE,,,,,,,,
